SchoolName,YearTerm,SType,Level,Total
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M1,201
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M2,227
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M3,206
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M4,225
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M5,173
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M6,136
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P1,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P2,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P3,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P4,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P5,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P6,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M1,400
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M2,415
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M3,398
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M4,445
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M5,411
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M6,357
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,เดินเท้า,P1,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,เดินเท้า,P2,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,เดินเท้า,P3,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,เดินเท้า,P4,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,เดินเท้า,P5,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,เดินเท้า,P6,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,เดินเท้า,M1,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,เดินเท้า,M2,0
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,เดินเท้า,M3,3
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,เดินเท้า,M4,2
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,เดินเท้า,M5,10
โรงเรียนสวนกุหลาบวิทยาลัย รังสิต,2566/1,เดินเท้า,M6,1
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M1,422
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M2,468
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M3,407
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M4,372
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M5,271
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M6,445
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M1,200
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M2,200
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M3,101
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M4,229
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M5,169
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M6,175
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P1,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P2,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P3,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P4,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P5,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P6,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M1,625
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M2,673
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M3,510
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M4,606
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M5,531
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M6,625
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เดินเท้า,P1,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เดินเท้า,P2,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เดินเท้า,P3,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เดินเท้า,P4,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เดินเท้า,P5,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เดินเท้า,P6,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เดินเท้า,M1,3
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เดินเท้า,M2,5
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เดินเท้า,M3,2
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เดินเท้า,M4,5
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เดินเท้า,M5,91
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,2566/1,เดินเท้า,M6,5
โรงเรียนบัวแก้วเกษร,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนบัวแก้วเกษร,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนบัวแก้วเกษร,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนบัวแก้วเกษร,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนบัวแก้วเกษร,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนบัวแก้วเกษร,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนบัวแก้วเกษร,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M1,69
โรงเรียนบัวแก้วเกษร,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M2,79
โรงเรียนบัวแก้วเกษร,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M3,80
โรงเรียนบัวแก้วเกษร,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M4,34
โรงเรียนบัวแก้วเกษร,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M5,19
โรงเรียนบัวแก้วเกษร,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M6,39
โรงเรียนบัวแก้วเกษร,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนบัวแก้วเกษร,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนบัวแก้วเกษร,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนบัวแก้วเกษร,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนบัวแก้วเกษร,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนบัวแก้วเกษร,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนบัวแก้วเกษร,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M1,32
โรงเรียนบัวแก้วเกษร,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M2,25
โรงเรียนบัวแก้วเกษร,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M3,27
โรงเรียนบัวแก้วเกษร,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M4,20
โรงเรียนบัวแก้วเกษร,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M5,36
โรงเรียนบัวแก้วเกษร,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M6,26
โรงเรียนบัวแก้วเกษร,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P1,0
โรงเรียนบัวแก้วเกษร,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P2,0
โรงเรียนบัวแก้วเกษร,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P3,0
โรงเรียนบัวแก้วเกษร,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P4,0
โรงเรียนบัวแก้วเกษร,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P5,0
โรงเรียนบัวแก้วเกษร,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P6,0
โรงเรียนบัวแก้วเกษร,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M1,102
โรงเรียนบัวแก้วเกษร,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M2,106
โรงเรียนบัวแก้วเกษร,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M3,137
โรงเรียนบัวแก้วเกษร,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M4,55
โรงเรียนบัวแก้วเกษร,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M5,60
โรงเรียนบัวแก้วเกษร,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M6,68
โรงเรียนบัวแก้วเกษร,2566/1,เดินเท้า,P1,0
โรงเรียนบัวแก้วเกษร,2566/1,เดินเท้า,P2,0
โรงเรียนบัวแก้วเกษร,2566/1,เดินเท้า,P3,0
โรงเรียนบัวแก้วเกษร,2566/1,เดินเท้า,P4,0
โรงเรียนบัวแก้วเกษร,2566/1,เดินเท้า,P5,0
โรงเรียนบัวแก้วเกษร,2566/1,เดินเท้า,P6,0
โรงเรียนบัวแก้วเกษร,2566/1,เดินเท้า,M1,0
โรงเรียนบัวแก้วเกษร,2566/1,เดินเท้า,M2,2
โรงเรียนบัวแก้วเกษร,2566/1,เดินเท้า,M3,30
โรงเรียนบัวแก้วเกษร,2566/1,เดินเท้า,M4,1
โรงเรียนบัวแก้วเกษร,2566/1,เดินเท้า,M5,5
โรงเรียนบัวแก้วเกษร,2566/1,เดินเท้า,M6,3
โรงเรียนบัวแก้วเกษร,2566/1,จักรยานยืมเรียน,P1,0
โรงเรียนบัวแก้วเกษร,2566/1,จักรยานยืมเรียน,P2,0
โรงเรียนบัวแก้วเกษร,2566/1,จักรยานยืมเรียน,P3,0
โรงเรียนบัวแก้วเกษร,2566/1,จักรยานยืมเรียน,P4,0
โรงเรียนบัวแก้วเกษร,2566/1,จักรยานยืมเรียน,P5,0
โรงเรียนบัวแก้วเกษร,2566/1,จักรยานยืมเรียน,P6,0
โรงเรียนบัวแก้วเกษร,2566/1,จักรยานยืมเรียน,M1,1
โรงเรียนบัวแก้วเกษร,2566/1,จักรยานยืมเรียน,M2,0
โรงเรียนบัวแก้วเกษร,2566/1,จักรยานยืมเรียน,M3,0
โรงเรียนบัวแก้วเกษร,2566/1,จักรยานยืมเรียน,M4,0
โรงเรียนบัวแก้วเกษร,2566/1,จักรยานยืมเรียน,M5,0
โรงเรียนบัวแก้วเกษร,2566/1,จักรยานยืมเรียน,M6,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P1,5
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P2,4
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P3,6
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P4,8
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P5,17
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P6,2
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M1,67
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M2,64
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M3,69
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M4,74
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M5,72
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M6,54
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P1,43
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P2,35
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P3,30
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P4,40
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P5,35
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P6,36
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M1,105
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M2,73
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M3,85
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M4,90
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M5,53
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M6,39
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P1,48
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P2,39
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P3,36
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P4,48
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P5,53
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P6,38
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M1,176
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M2,140
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M3,157
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M4,169
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M5,129
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M6,94
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เดินเท้า,P1,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เดินเท้า,P2,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เดินเท้า,P3,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เดินเท้า,P4,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เดินเท้า,P5,1
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เดินเท้า,P6,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เดินเท้า,M1,4
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เดินเท้า,M2,3
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เดินเท้า,M3,2
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เดินเท้า,M4,4
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เดินเท้า,M5,4
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,เดินเท้า,M6,1
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,จักรยานยืมเรียน,P1,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,จักรยานยืมเรียน,P2,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,จักรยานยืมเรียน,P3,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,จักรยานยืมเรียน,P4,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,จักรยานยืมเรียน,P5,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,จักรยานยืมเรียน,P6,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,จักรยานยืมเรียน,M1,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,จักรยานยืมเรียน,M2,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,จักรยานยืมเรียน,M3,1
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,จักรยานยืมเรียน,M4,1
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,จักรยานยืมเรียน,M5,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,2566/1,จักรยานยืมเรียน,M6,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M1,5
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M2,8
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M3,4
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M4,7
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M5,2
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M6,5
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M1,7
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M2,4
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M3,3
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M4,9
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M5,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M6,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P2,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P3,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P4,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P5,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P6,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M1,12
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M2,12
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M3,7
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M4,16
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M5,2
โรงเรียนสุนทโรเมตตาประชาสรรค์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M6,5
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P6,0
